Ảnh,Thời gian (s),CER,WER
873,3.279,0.0485,0.3057
874,3.360,0.0467,0.2807
875,3.031,0.0434,0.2592
876,2.870,0.0492,0.2972
877,2.658,0.0458,0.2723
878,2.935,0.0496,0.3106
879,2.775,0.0520,0.3103
880,2.782,0.0427,0.2793
881,2.941,0.0429,0.2664
882,2.779,0.0446,0.2685
883,3.004,0.0446,0.2763
884,2.976,0.0422,0.2664
885,2.915,0.0509,0.3063
886,2.899,0.0464,0.2794
887,2.687,0.0431,0.2602
888,2.617,0.0462,0.2761
889,2.682,0.0499,0.3241
890,2.922,0.0452,0.2867
891,2.737,0.0406,0.2506
892,2.445,0.0466,0.2911
893,2.482,0.0454,0.2850
894,2.504,0.0509,0.3251
895,2.442,0.0519,0.3039
896,2.450,0.0487,0.2998
897,2.447,0.0470,0.2918
898,2.440,0.0439,0.2687
899,2.465,0.0535,0.3088
900,2.398,0.0475,0.2799
901,2.418,0.0508,0.3262
902,2.357,0.0388,0.2640
903,2.445,0.0445,0.2769
904,2.448,0.0584,0.3341
905,2.434,0.0411,0.2662
906,2.343,0.0459,0.2742
907,2.415,0.0440,0.2702
908,2.445,0.0445,0.2919
909,2.417,0.0561,0.3274
910,2.463,0.0546,0.3348
911,2.411,0.0402,0.2506
912,2.421,0.0426,0.2612
913,2.417,0.0536,0.3356
914,2.444,0.0441,0.2790
915,2.417,0.0393,0.2646
916,2.445,0.0463,0.2754
917,2.328,0.0462,0.2814
918,2.416,0.0480,0.3048
919,2.410,0.0443,0.2857
920,2.427,0.0449,0.2719
921,2.412,0.0424,0.2607
922,2.421,0.0508,0.3152
923,2.358,0.0458,0.2864
924,2.438,0.0400,0.2489
925,2.416,0.0532,0.3124
926,2.408,0.0453,0.2950
927,2.384,0.0417,0.2676
928,2.430,0.0543,0.3279
929,2.411,0.0503,0.3121
930,2.387,0.0497,0.3098
931,2.414,0.0417,0.2677
932,2.405,0.0403,0.2580
933,2.466,0.0453,0.2746
934,2.392,0.0468,0.3019
935,2.423,0.0514,0.3251
936,2.434,0.0521,0.3135
937,2.424,0.0433,0.2633
938,2.371,0.0488,0.3034
939,2.397,0.0571,0.3495
940,2.392,0.0522,0.3249
941,2.418,0.0474,0.2943
942,2.385,0.0444,0.2763
943,2.353,0.0458,0.2840
944,2.379,0.0495,0.3137
945,2.387,0.0477,0.2873
946,2.414,0.0456,0.2706
947,2.387,0.0506,0.3059
948,2.356,0.0498,0.2884
949,2.406,0.0444,0.2847
950,2.362,0.0429,0.2546
951,2.360,0.0545,0.3294
952,2.381,0.0450,0.2731
953,2.472,0.0433,0.2775
954,2.378,0.0449,0.2981
955,2.364,0.0422,0.2607
956,2.454,0.0458,0.2911
957,2.408,0.0479,0.2779
958,2.345,0.0441,0.2713
959,2.464,0.0490,0.3067
960,2.362,0.0487,0.3099
961,2.403,0.0407,0.2557
962,2.389,0.0498,0.3089
963,2.402,0.0450,0.2831
964,2.341,0.0477,0.3018
965,2.367,0.0498,0.3174
966,2.437,0.0472,0.2851
967,2.397,0.0433,0.2629
968,2.386,0.0488,0.3030
969,2.417,0.0478,0.3033
970,2.448,0.0410,0.2662
971,2.433,0.0428,0.2673
972,2.382,0.0429,0.2773
973,2.422,0.0538,0.3201
974,2.381,0.0419,0.2713
975,2.367,0.0496,0.2890
976,2.469,0.0451,0.2680
977,2.431,0.0445,0.2679
978,2.484,0.0485,0.3020
979,2.396,0.0433,0.2619
980,2.448,0.0450,0.2881
981,2.419,0.0388,0.2438
982,2.376,0.0419,0.2751
983,2.353,0.0502,0.3091
984,2.395,0.0451,0.2638
985,2.418,0.0439,0.2801
986,2.413,0.0443,0.2748
987,2.342,0.0467,0.3126
988,2.373,0.0493,0.2944
989,2.429,0.0559,0.3286
990,2.457,0.0482,0.3050
991,2.387,0.0440,0.2661
992,2.389,0.0441,0.2751
993,2.449,0.0444,0.2783
994,2.401,0.0456,0.2721
995,2.395,0.0406,0.2614
996,2.420,0.0417,0.2647
997,2.425,0.0530,0.3061
998,2.406,0.0419,0.2529
999,2.354,0.0497,0.3182
1000,2.450,0.0477,0.2844
